Markettype,date,equal_weighted_return,value_weighted_return
31,2019-34,0.035937,0.029806
5,2019-34,0.034956,0.028979
15,2019-34,0.034556,0.028941
15,2019-35,-0.004016,-0.002546
5,2019-35,-0.003601,-0.002516
31,2019-35,-0.004037,-0.002127
21,2019-35,-0.00371,-0.002099
10,2019-35,-0.01654,-0.011569
10,2019-36,0.027519,0.030694
21,2019-36,0.053193,0.043173
31,2019-36,0.052539,0.043137
5,2019-36,0.049031,0.041163
15,2019-36,0.048341,0.04113
15,2019-37,0.022093,0.011233
5,2019-37,0.021989,0.01122
31,2019-37,0.024159,0.01217
21,2019-37,0.024131,0.012161
10,2019-37,0.025232,0.015403
10,2019-38,-0.012396,-0.011303
21,2019-38,-0.004974,-0.005952
31,2019-38,-0.005163,-0.005967
5,2019-38,-0.005189,-0.006506
15,2019-38,-0.00542,-0.006522
15,2019-39,-0.039197,-0.028028
5,2019-39,-0.040228,-0.028086
31,2019-39,-0.040863,-0.029525
21,2019-39,-0.041721,-0.029582
10,2019-39,-0.008024,-0.009741
10,2019-40,-0.000217,0.002313
21,2019-40,-0.010451,-0.009768
31,2019-40,-0.01019,-0.009732
5,2019-40,-0.009241,-0.009378
15,2019-40,-0.008951,-0.00934
10,2019-41,-0.002802,-0.008255
10,2019-42,-0.010767,-0.016288
10,2019-43,-0.008602,-0.002164
10,2019-44,-0.008793,-0.006018
10,2019-45,0.004448,0.010384
10,2019-46,-0.033149,-0.026544
10,2019-47,-0.001214,-0.007471
10,2019-48,-0.044606,-0.047128
10,2019-49,0.010456,0.021671
10,2019-50,0.004784,0.007771
10,2019-51,0.037798,0.030671
10,2019-52,0.004637,0.008346
37,Feb-19,0.030281,0.019655
37,Mar-19,0.002104,0.014288
37,Apr-19,-0.005403,0.001397
37,May-19,-0.032086,0.002945
37,Jul-19,0.063468,0.035282
37,Aug-19,0.059425,0.051049
37,Sep-19,0.060195,0.064376
37,Oct-19,0.033962,0.001523
37,Nov-19,0.032362,0.01974
37,Dec-19,0.050297,0.031922
37,2019-13,-0.016261,-0.003656
37,2019-14,0.060451,0.051597
37,2019-15,-0.013866,-0.018495
37,2019-16,0.020661,0.025194
37,2019-17,-0.073087,-0.059843
37,2019-18,-0.024473,-0.006785
37,2019-19,-0.038319,-0.044028
37,2019-20,-0.018752,-0.019801
37,2019-21,-0.023671,-0.015177
37,2019-22,0.027493,0.018352
37,2019-23,-0.051247,-0.028931
37,2019-24,0.028027,0.02314
37,2019-25,0.044581,0.044724
37,2019-26,-0.014034,-0.005382
37,2019-27,0.019947,0.018014
37,2019-28,-0.032796,-0.024206
37,2019-29,-0.00111,0.000057
37,2019-30,-0.000838,0.008086
37,2019-31,-0.019644,-0.022077
37,2019-32,-0.046949,-0.035724
37,2019-33,0.023393,0.021067
37,2019-34,0.033085,0.026497
37,2019-35,-0.003612,-0.002659
37,2019-36,0.048793,0.041051
37,2019-37,0.021485,0.010792
37,2019-38,-0.005241,-0.006597
37,2019-39,-0.040452,-0.028513
37,2019-40,-0.009808,-0.009963
47,Feb-19,0.029764,0.019654
47,Mar-19,0.001741,0.01424
47,Apr-19,-0.005405,0.001354
47,May-19,-0.031536,0.002947
47,Jul-19,0.062601,0.035255
47,Aug-19,0.05881,0.050983
47,Sep-19,0.059818,0.064297
47,Oct-19,0.033282,0.001502
47,Nov-19,0.031833,0.019714
47,Dec-19,0.049402,0.031893
47,2019-13,-0.0161,-0.00366
47,2019-14,0.059479,0.05152
47,2019-15,-0.014016,-0.018485
47,2019-16,0.020078,0.025142
47,2019-17,-0.071949,-0.059735
47,2019-18,-0.02399,-0.006774
47,2019-19,-0.038417,-0.044008
47,2019-20,-0.019096,-0.019819
47,2019-21,-0.023802,-0.015216
47,2019-22,0.027041,0.018327
47,2019-23,-0.050466,-0.028893
47,2019-24,0.027768,0.023144
47,2019-25,0.044101,0.044689
47,2019-26,-0.013853,-0.005366
47,2019-27,0.01969,0.01798
47,2019-28,-0.032444,-0.024184
47,2019-29,-0.001188,0.000043
47,2019-30,-0.000891,0.00805
47,2019-31,-0.019879,-0.022125
47,2019-32,-0.047211,-0.035775
47,2019-33,0.022673,0.021017
47,2019-34,0.032748,0.026468
47,2019-35,-0.004023,-0.002688
47,2019-36,0.048117,0.041018
47,2019-37,0.021603,0.010806
47,2019-38,-0.005468,-0.006612
47,2019-39,-0.039423,-0.028454
47,2019-40,-0.009503,-0.009923
53,Feb-19,0.030531,0.0199
53,Mar-19,-0.000545,0.012738
53,Apr-19,-0.00509,0.00101
53,May-19,-0.034169,0.000995
53,Jul-19,0.066411,0.038444
53,Aug-19,0.061402,0.052401
53,Sep-19,0.060294,0.064907
53,Oct-19,0.038969,0.005595
53,Nov-19,0.029405,0.019453
53,Dec-19,0.047573,0.031147
53,2019-13,-0.01502,-0.003744
53,2019-14,0.059905,0.051117
53,2019-15,-0.016225,-0.020046
53,2019-16,0.022729,0.024865
53,2019-17,-0.071772,-0.059022
53,2019-18,-0.026259,-0.008465
53,2019-19,-0.03634,-0.043513
53,2019-20,-0.019785,-0.020573
53,2019-21,-0.021355,-0.015691
53,2019-22,0.029766,0.020259
53,2019-23,-0.05238,-0.031227
53,2019-24,0.028936,0.023933
53,2019-25,0.049831,0.045997
53,2019-26,-0.016045,-0.006483
53,2019-27,0.019947,0.018511
53,2019-28,-0.033215,-0.024715
53,2019-29,-0.000155,0.000748
53,2019-30,0.000203,0.008498
53,2019-31,-0.018155,-0.020815
53,2019-32,-0.046842,-0.035692
53,2019-33,0.025501,0.022787
53,2019-34,0.034799,0.027595
53,2019-35,-0.003718,-0.002232
53,2019-36,0.052972,0.043051
53,2019-37,0.023715,0.011766
53,2019-38,-0.005017,-0.006038
53,2019-39,-0.041885,-0.02995
53,2019-40,-0.010889,-0.010289
63,Feb-19,0.030112,0.019898
63,Mar-19,-0.000765,0.0127
63,Apr-19,-0.005099,0.000971
63,May-19,-0.033674,0.001004
63,Jul-19,0.065641,0.038407
63,Aug-19,0.060859,0.052336
63,Sep-19,0.05999,0.064833
63,Oct-19,0.038294,0.005562
63,Nov-19,0.029061,0.019431
63,Dec-19,0.04693,0.031123
63,2019-13,-0.014924,-0.003748
63,2019-14,0.059146,0.051048
63,2019-15,-0.016283,-0.020032
63,2019-16,0.02221,0.024818
63,2019-17,-0.0709,-0.058926
63,2019-18,-0.025827,-0.00845
63,2019-19,-0.03647,-0.043496
63,2019-20,-0.020031,-0.020586
63,2019-21,-0.021519,-0.015725
63,2019-22,0.029347,0.020231
63,2019-23,-0.05173,-0.031186
63,2019-24,0.028707,0.023934
63,2019-25,0.049314,0.045961
63,2019-26,-0.01585,-0.006465
63,2019-27,0.019742,0.018479
63,2019-28,-0.032925,-0.024693
63,2019-29,-0.000241,0.000733
63,2019-30,0.000134,0.008464
63,2019-31,-0.018379,-0.020862
63,2019-32,-0.047054,-0.035739
63,2019-33,0.024875,0.022736
63,2019-34,0.034488,0.027566
63,2019-35,-0.004042,-0.002259
63,2019-36,0.052329,0.043016
63,2019-37,0.023754,0.011776
63,2019-38,-0.005203,-0.006053
63,2019-39,-0.04103,-0.029893
63,2019-40,-0.010619,-0.010253
5,2019-41,0.02512,0.024455
5,2019-42,-0.015834,-0.012
5,2019-43,0.005269,0.007198
5,2019-44,-0.011148,0.002129
5,2019-45,-0.000766,0.003038
5,2019-46,-0.032325,-0.025508
5,2019-47,0.010854,-0.000862
5,2019-48,-0.00459,-0.004946
5,2019-49,0.023213,0.0179
5,2019-50,0.012381,0.016046
5,2019-51,0.028698,0.017246
5,2019-52,0.001468,-0.000232
15,2019-41,0.024225,0.024348
15,2019-42,-0.015671,-0.012013
15,2019-43,0.004825,0.007168
15,2019-44,-0.011072,0.002104
15,2019-45,-0.000601,0.003061
15,2019-46,-0.032351,-0.025511
15,2019-47,0.010472,-0.000882
15,2019-48,-0.005855,-0.005075
15,2019-49,0.022809,0.017911
15,2019-50,0.012138,0.016021
15,2019-51,0.028989,0.017285
15,2019-52,0.001569,-0.000207
21,2019-41,0.026106,0.024754
21,2019-42,-0.015449,-0.012042
21,2019-43,0.007045,0.00731
21,2019-44,-0.011569,0.001918
21,2019-45,-0.000157,0.004026
21,2019-46,-0.031751,-0.025131
21,2019-47,0.011192,-0.000579
21,2019-48,-0.007247,-0.006091
21,2019-49,0.026331,0.020292
21,2019-50,0.014385,0.016576
21,2019-51,0.029662,0.017313
21,2019-52,0.001336,-0.0003
31,2019-41,0.02537,0.024656
31,2019-42,-0.01533,-0.012054
31,2019-43,0.006647,0.007283
31,2019-44,-0.011499,0.001896
31,2019-45,-0.000042,0.004043
31,2019-46,-0.031786,-0.025135
31,2019-47,0.010881,-0.000598
31,2019-48,-0.008183,-0.006204
31,2019-49,0.025933,0.020295
31,2019-50,0.014142,0.016552
31,2019-51,0.029868,0.017348
31,2019-52,0.00142,-0.000277
37,2019-41,0.02451,0.023804
37,2019-42,-0.015983,-0.012232
37,2019-43,0.005134,0.007093
37,2019-44,-0.011947,0.001507
37,2019-45,-0.00113,0.002965
37,2019-46,-0.032613,-0.025613
37,2019-47,0.009747,-0.00154
37,2019-48,-0.00442,-0.004949
37,2019-49,0.022447,0.01767
37,2019-50,0.013888,0.016988
37,2019-51,0.029429,0.01764
37,2019-52,0.001406,-0.000165
47,2019-41,0.023644,0.0237
47,2019-42,-0.015818,-0.012245
47,2019-43,0.004699,0.007064
47,2019-44,-0.011847,0.001484
47,2019-45,-0.000955,0.002987
47,2019-46,-0.03263,-0.025616
47,2019-47,0.009407,-0.001558
47,2019-48,-0.005667,-0.005077
47,2019-49,0.022074,0.017681
47,2019-50,0.013603,0.016961
47,2019-51,0.029691,0.017678
47,2019-52,0.001507,-0.00014
53,2019-41,0.025614,0.024166
53,2019-42,-0.015571,-0.01225
53,2019-43,0.006921,0.007214
53,2019-44,-0.012197,0.001362
53,2019-45,-0.000452,0.003949
53,2019-46,-0.031987,-0.02523
53,2019-47,0.010313,-0.001191
53,2019-48,-0.007073,-0.006079
53,2019-49,0.02568,0.020054
53,2019-50,0.015541,0.017413
53,2019-51,0.030223,0.017666
53,2019-52,0.00129,-0.000239
63,2019-41,0.024898,0.024071
63,2019-42,-0.01545,-0.012262
63,2019-43,0.00653,0.007188
63,2019-44,-0.012112,0.001341
63,2019-45,-0.00033,0.003967
63,2019-46,-0.032016,-0.025233
63,2019-47,0.010028,-0.001208
63,2019-48,-0.007999,-0.006191
63,2019-49,0.025304,0.020058
63,2019-50,0.015274,0.017387
63,2019-51,0.030411,0.017699
63,2019-52,0.001372,-0.000216
